der Arzt;лікар;die Ärzte;daily_life
die Ärztin;лікарка;die Ärztinnen;daily_life
der Lehrer;вчитель;die Lehrer;daily_life
die Lehrerin;вчителька;die Lehrerinnen;daily_life
der Ingenieur;інженер;die Ingenieure;daily_life
die Ingenieurin;інженерка;die Ingenieurinnen;daily_life
der Kellner;офіціант;die Kellner;daily_life
die Kellnerin;офіціантка;die Kellnerinnen;daily_life
der Koch;кухар;die Köche;daily_life
die Köchin;кухарка;die Köchinnen;daily_life
der Polizist;поліцейський;die Polizisten;daily_life
die Polizistin;поліцейська;die Polizistinnen;daily_life
der Feuerwehrmann;пожежник;die Feuerwehrmänner;daily_life
die Feuerwehrfrau;пожежниця;die Feuerwehrfrauen;daily_life
der Verkäufer;продавець;die Verkäufer;daily_life
die Verkäuferin;продавчиня;die Verkäuferinnen;daily_life
der Bauer;фермер;die Bauern;daily_life
die Bäuerin;фермерка;die Bäuerinnen;daily_life
der Mechaniker;механік;die Mechaniker;daily_life
die Mechanikerin;механікиня;die Mechanikerinnen;daily_life
der Elektriker;електрик;die Elektriker;daily_life
die Elektrikerin;електрикиня;die Elektrikerinnen;daily_life
der Programmierer;програміст;die Programmierer;daily_life
die Programmiererin;програмістка;die Programmiererinnen;daily_life
der Architekt;архітектор;die Architekten;daily_life
die Architektin;архітекторка;die Architektinnen;daily_life
der Rechtsanwalt;адвокат;die Rechtsanwälte;daily_life
die Rechtsanwältin;адвокатка;die Rechtsanwältinnen;daily_life
der Journalist;журналіст;die Journalisten;daily_life
die Journalistin;журналістка;die Journalistinnen;daily_life
der Künstler;художник;die Künstler;daily_life
die Künstlerin;художниця;die Künstlerinnen;daily_life
der Musiker;музикант;die Musiker;daily_life
die Musikerin;музикантка;die Musikerinnen;daily_life
der Schauspieler;актор;die Schauspieler;daily_life
die Schauspielerin;акторка;die Schauspielerinnen;daily_life
der Sänger;співак;die Sänger;daily_life
die Sängerin;співачка;die Sängerinnen;daily_life
der Friseur;перукар;die Friseure;daily_life
die Friseurin;перукарка;die Friseurinnen;daily_life
der Maler;маляр;die Maler;daily_life
die Malerin;малярка;die Malerinnen;daily_life
der Bäcker;пекар;die Bäcker;daily_life
die Bäckerin;пекарка;die Bäckerinnen;daily_life
der Schneider;кравець;die Schneider;daily_life
die Schneiderin;кравчиня;die Schneiderinnen;daily_life
der Tischler;столяр;die Tischler;daily_life
die Tischlerin;столярка;die Tischlerinnen;daily_life
der Pfleger;медбрат;die Pfleger;daily_life
die Pflegerin;медсестра;die Pflegerinnen;daily_life
der Schreibtisch;письмовий стіл;die Schreibtische;daily_life
der Computer;комп'ютер;die Computer;daily_life
die Tastatur;клавіатура;die Tastaturen;daily_life
die Maus;миша;die Mäuse;daily_life
der Bildschirm;монітор;die Bildschirme;daily_life
der Drucker;принтер;die Drucker;daily_life
das Telefon;телефон;die Telefone;daily_life
der Kalender;календар;die Kalender;daily_life
die Notiz;нотатка;die Notizen;daily_life
der Stift;ручка;die Stifte;daily_life
der Bleistift;олівець;die Bleistifte;daily_life
der Kugelschreiber;кулькова ручка;die Kugelschreiber;daily_life
das Papier;папір;die Papiere;daily_life
der Ordner;папка;die Ordner;daily_life
der Aktenschrank;шафа для документів;die Aktenschränke;daily_life
der Bürostuhl;офісне крісло;die Bürostühle;daily_life
die Lampe;лампа;die Lampen;daily_life
das Regal;полиця;die Regale;daily_life
die Schublade;шухляда;die Schubladen;daily_life
das Faxgerät;факс;die Faxgeräte;daily_life
der Kopierer;копіювальний апарат;die Kopierer;daily_life
die Heftklammer;скоба;die Heftklammern;daily_life
der Hefter;степлер;die Hefter;daily_life
der Locher;дірокол;die Locher;daily_life
der Textmarker;маркер;die Textmarker;daily_life
der Notizblock;блокнот;die Notizblöcke;daily_life
die Büroklammer;скріпка;die Büroklammern;daily_life
der Umschlag;конверт;die Umschläge;daily_life
das Briefpapier;поштовий папір;die Briefpapiere;daily_life
der Terminkalender;щоденник;die Terminkalender;daily_life
die Besprechung;нарада;die Besprechungen;daily_life
der Kollege;колега;die Kollegen;daily_life
die Kollegin;колега (жінка);die Kolleginnen;daily_life
der Mitarbeiter;співробітник;die Mitarbeiter;daily_life
die Mitarbeiterin;співробітниця;die Mitarbeiterinnen;daily_life
der Chef;начальник;die Chefs;daily_life
die Chefin;начальниця;die Chefinnen;daily_life
die E-Mail;електронна пошта;die E-Mails;daily_life
der Anruf;дзвінок;die Anrufe;daily_life
die Nachricht;повідомлення;die Nachrichten;daily_life
die Akte;справа;die Akten;daily_life
der Vertrag;договір;die Verträge;daily_life
die Rechnung;рахунок;die Rechnungen;daily_life
der Bericht;звіт;die Berichte;daily_life
die Präsentation;презентація;die Präsentationen;daily_life
das Meeting;зустріч;die Meetings;daily_life
die Konferenz;конференція;die Konferenzen;daily_life
die Tagesordnung;порядок денний;die Tagesordnungen;daily_life
der Projektor;проектор;die Projektoren;daily_life
die Leinwand;екран;die Leinwände;daily_life
die Kantine;їдальня;die Kantinen;daily_life
die Bewerbung;заявка, резюме;die Bewerbungen;daily_life
das Vorstellungsgespräch;співбесіда;die Vorstellungsgespräche;daily_life
die Stelle;посада, місце роботи;die Stellen;daily_life
der Arbeitgeber;роботодавець;die Arbeitgeber;daily_life
der Arbeitnehmer;працівник;die Arbeitnehmer;daily_life
die Qualifikation;кваліфікація;die Qualifikationen;daily_life
die Berufserfahrung;досвід роботи;die Berufserfahrungen;daily_life
das Praktikum;стажування, практика;die Praktika;daily_life
die Festanstellung;постійна робота;die Festanstellungen;daily_life
die Teilzeitstelle;робота на неповний день;die Teilzeitstellen;daily_life
die Vollzeitstelle;робота на повний день;die Vollzeitstellen;daily_life
die Bewerbungsfrist;термін подачі заявки;die Bewerbungsfristen;daily_life
der Lebenslauf;резюме, біографія;die Lebensläufe;daily_life
das Anschreiben;супровідний лист;die Anschreiben;daily_life
die Zeugniskopie;копія свідоцтва/диплома;die Zeugniskopien;daily_life
die Gehaltsvorstellung;бажана зарплата;die Gehaltsvorstellungen;daily_life
die Probezeit;випробувальний термін;die Probezeiten;daily_life
die Kündigung;звільнення, повідомлення про звільнення;die Kündigungen;daily_life
das Arbeitszeugnis;трудова характеристика;die Arbeitszeugnisse;daily_life
die Stellenanzeige;оголошення про вакансію;die Stellenanzeigen;daily_life
sich bewerben;подавати заявку;;daily_life
einstellen;наймати;;daily_life
kündigen;звільнятися, розривати договір;;daily_life
das Vorstellungsgespräch führen;проводити співбесіду;;daily_life
die Überstunden;понаднормова робота;die Überstunden;daily_life
das Gehalt;зарплата;die Gehälter;daily_life
der Lohn;заробітна плата (погодинна);die Löhne;daily_life
die Sozialleistungen;соціальні виплати/пільги;die Sozialleistungen;daily_life
der Vertrag;договір, контракт;die Verträge;daily_life
die Beförderung;підвищення на посаді;die Beförderungen;daily_life
die Weiterbildung;підвищення кваліфікації;die Weiterbildungen;daily_life
